# NEST version: 3.9.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
11161	500.500
11677	500.900
10981	501.000
11389	501.300
11301	501.400
11469	501.800
11753	502.000
11333	502.100
11157	502.700
11217	502.800
10925	503.000
11421	503.100
10973	503.200
11529	503.500
11541	503.600
10889	503.700
10997	503.700
11253	504.600
11109	504.900
10965	505.300
11277	505.400
11673	505.500
10801	505.700
11481	506.900
10977	508.800
10901	509.400
11513	509.700
11373	509.900
10837	510.100
10821	510.900
11645	512.500
11153	512.600
11081	512.700
11729	512.700
11353	512.800
11553	513.300
10937	513.700
11117	513.900
11165	514.300
11725	515.300
10945	515.800
10841	516.200
11589	516.500
11073	516.800
11425	516.900
10913	517.000
11717	517.500
10813	519.700
10933	525.100
11509	525.500
10809	526.700
11065	527.900
11233	527.900
11477	527.900
11413	529.900
11109	531.000
11685	531.800
11365	534.100
11749	535.700
11609	536.900
10845	538.000
11149	538.000
11433	538.100
11069	538.400
10973	538.500
11461	538.500
11417	538.800
11013	539.200
11585	539.200
10785	539.300
11217	539.300
11345	539.800
10909	540.100
11605	540.600
11093	541.000
11557	541.100
11005	541.400
10941	541.900
11341	543.200
11657	543.200
11257	543.400
11617	544.100
11477	544.900
11125	545.100
11373	545.800
10945	546.200
10877	546.500
10853	547.100
11269	548.300
11397	551.300
11733	555.000
11745	555.300
10857	556.300
11493	556.800
11061	557.200
11533	557.200
11509	557.300
11233	557.400
10977	557.800
11637	557.800
11677	558.100
10865	558.300
10913	558.300
11629	558.300
11645	559.400
11001	559.500
10841	560.000
11673	560.300
11325	560.600
10893	561.500
11421	561.700
11025	562.900
11353	563.000
11113	563.500
10809	565.300
11641	566.900
10881	568.800
11513	568.800
11413	572.100
11529	573.600
10785	574.800
11753	575.200
11657	576.000
11729	576.600
10965	576.900
11297	577.600
11245	577.700
11265	578.200
11725	578.600
10805	578.900
11481	579.300
11721	579.900
11685	580.100
11585	580.700
11401	581.200
11373	581.500
11053	582.000
11077	582.700
11157	582.700
11617	583.100
11745	583.500
11325	584.400
10881	585.000
11353	585.700
10813	586.200
11397	586.500
11213	587.200
10873	587.300
11321	587.800
11453	588.300
11005	590.800
11697	591.300
11541	591.500
11405	592.000
11257	595.600
10977	596.600
11233	596.700
11677	597.000
11217	598.600
11061	598.700
11533	599.100
11069	599.500
10833	599.900
10801	600.200
11357	600.500
11237	600.900
11577	604.300
10861	605.800
10837	606.300
10877	606.700
10941	608.100
10909	608.500
11173	609.100
11193	610.700
11749	611.000
11093	612.800
11293	612.800
11673	613.200
11001	613.800
11641	614.100
10945	614.500
11169	616.300
11681	617.400
10857	617.700
11309	618.000
11705	618.600
11245	619.800
11341	620.400
11113	621.800
11697	622.700
11149	622.800
10973	623.300
11725	623.400
11349	624.500
11021	624.600
10909	624.900
11665	624.900
11753	625.100
11513	625.300
11457	625.600
11585	625.600
10937	625.700
11729	625.800
11261	625.900
11501	625.900
10893	626.500
11745	626.600
10993	626.700
11649	626.800
11217	626.900
11601	626.900
11313	627.200
11061	627.800
11493	628.000
11101	629.000
10881	629.200
10949	629.300
10957	629.700
11477	630.400
10817	630.900
11541	631.500
11429	631.800
11257	633.100
11553	633.500
10853	633.900
10809	634.500
10801	635.000
11001	635.000
11557	636.100
11529	638.200
11589	639.100
11065	640.400
10841	640.900
11181	641.000
11353	643.700
11673	644.000
11025	644.400
11485	644.700
11133	649.000
11609	649.200
10873	649.900
11417	649.900
11077	650.000
11125	650.900
11073	651.200
10957	651.300
10861	651.400
11141	651.700
11281	652.000
10953	652.100
11677	652.100
11305	652.300
11505	652.600
11705	652.600
10845	652.800
10853	653.100
11225	653.100
11269	653.300
11217	653.400
10857	653.500
11149	653.600
11433	653.800
11121	654.100
11061	654.200
10945	654.900
11049	659.300
11153	662.400
11553	667.200
11605	667.200
11645	667.600
11161	667.700
11157	668.100
11633	668.100
10941	668.300
10981	668.600
10909	668.700
11577	668.700
10993	668.800
10893	669.300
11345	669.300
11053	669.400
11753	669.500
11221	669.700
11545	669.700
11277	670.000
11737	670.000
11509	670.200
11469	670.400
10913	670.600
11701	670.600
11389	670.700
11089	670.800
11405	670.800
10969	671.000
11205	671.100
10841	671.300
11229	671.800
11729	671.800
11481	673.200
11673	673.500
11257	673.700
11417	675.200
11017	680.600
10801	684.500
10949	685.600
11353	685.900
11649	687.900
10821	688.300
11429	688.500
11005	688.600
11045	688.600
11289	688.700
10865	688.800
11717	689.100
10813	689.300
11553	690.100
10841	690.400
11153	691.300
11037	694.000
11073	698.800
11389	700.600
11321	700.900
11697	701.500
11257	701.900
11025	702.200
11029	703.300
11109	703.300
11461	703.300
11725	704.000
10941	704.100
11213	704.300
10977	705.100
10857	705.400
11093	705.400
10801	706.000
11705	706.000
10957	706.600
10993	707.500
10821	707.700
11337	707.800
11481	707.800
11301	707.900
11157	708.100
11521	708.100
10953	708.200
10809	708.300
10893	708.400
11417	708.400
11013	708.700
11609	708.800
11545	709.000
11433	709.300
10969	709.500
11629	710.800
11217	711.000
11229	711.300
11061	711.800
11657	712.000
11345	713.100
11605	714.100
11525	714.200
11721	714.500
10925	715.000
11077	718.000
10933	719.500
10785	720.200
11537	721.000
10873	721.100
