# NEST version: 3.9.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
6447	500.100
5395	500.300
7643	500.800
7139	501.100
6867	501.200
5727	501.600
9335	501.700
8439	502.200
9307	502.200
5651	502.300
8567	502.800
6571	503.500
7607	503.700
8739	503.900
6383	504.200
7567	504.300
8983	504.400
5371	504.600
9467	504.800
6555	505.100
8991	505.100
6523	505.200
6683	505.500
7151	505.600
8415	505.600
9687	505.900
8851	506.000
5883	506.100
6443	506.100
6567	506.200
8443	506.300
7047	506.400
6055	506.500
8575	506.500
6659	507.000
6743	507.400
8031	507.500
5591	508.000
6535	508.500
8731	509.300
9583	509.500
7355	510.300
8219	510.300
5535	510.800
5719	510.800
5627	511.800
7039	512.700
9279	513.300
5675	513.500
7439	513.500
8791	513.900
6759	514.100
7803	514.200
5799	514.400
6811	514.400
8095	515.300
6239	515.500
8323	515.600
7087	516.100
9495	516.300
6403	516.400
9643	516.400
8999	516.500
6047	516.700
7635	516.700
7447	516.900
9535	516.900
5531	517.000
5867	517.000
7759	517.000
6707	517.300
7351	517.300
7603	517.600
8107	517.700
8563	517.700
8099	517.800
5495	517.900
5671	517.900
5743	518.200
7295	518.600
7623	518.800
9391	518.900
7503	519.000
8455	519.000
8287	519.100
5783	519.200
7867	519.400
7627	519.500
7363	519.600
7427	519.700
9171	519.800
8479	519.900
7371	520.000
9063	520.000
7099	520.100
7171	520.200
6251	520.500
8007	520.500
9131	520.900
7011	521.100
7651	521.100
6591	521.200
9027	521.800
9399	522.100
6927	523.300
5655	523.600
7327	524.900
7839	525.700
9679	526.000
6035	526.300
6063	526.300
8043	526.300
6219	527.500
7467	528.000
8607	528.400
7515	529.600
9623	529.600
6943	529.800
8631	530.000
7723	530.300
9047	531.000
6451	531.600
7231	531.600
5395	531.900
8463	532.700
5947	532.800
7767	532.900
9111	533.100
7183	533.300
8347	533.300
9403	533.500
6891	533.900
6351	534.200
7323	534.200
9143	534.200
7583	534.300
5815	534.400
8955	534.700
5703	534.800
9139	534.800
5699	535.000
7459	535.700
8523	535.800
9647	535.900
5307	536.000
9227	536.000
7639	536.300
6975	536.400
8703	536.400
9471	536.500
9283	536.800
9639	537.000
7771	537.200
5595	537.300
8431	537.300
5403	537.500
6675	538.000
7911	538.200
6011	538.300
8271	538.600
7783	538.700
8507	538.700
5907	538.800
7935	538.800
9339	538.900
6043	539.000
8323	539.100
5731	539.500
6571	539.600
6599	539.600
8571	539.700
6435	539.800
6699	540.000
7211	540.100
6775	540.200
7615	540.200
6923	540.300
9655	540.300
6871	540.700
8811	541.000
7871	541.100
7931	541.400
5443	541.600
6755	541.600
7235	541.700
8971	541.700
7631	542.200
6299	542.300
7827	542.600
7635	542.800
7439	543.000
7331	543.300
7779	543.700
7463	543.800
6091	544.000
7279	544.900
8951	545.000
8367	546.700
8943	546.900
5603	547.200
8743	547.600
8447	547.700
9067	548.200
6523	548.400
5919	548.600
9295	549.700
7151	550.200
7763	550.400
5727	550.600
7479	551.100
7455	551.300
8931	551.400
5995	552.000
7171	552.000
9499	552.100
8103	552.200
7679	552.400
9567	552.500
5539	552.700
9407	552.700
8403	552.900
8535	552.900
7519	553.000
9015	553.000
6047	553.400
7663	553.500
8819	553.700
6131	554.400
7159	554.400
5987	554.600
5903	554.700
8855	554.700
9259	554.900
8371	555.000
8419	555.400
7619	555.500
8007	555.500
9647	555.500
7303	555.600
5535	555.900
5983	556.100
9247	556.100
7291	556.200
6447	556.500
8399	556.800
7579	557.300
8995	557.300
9547	557.300
6935	557.400
6683	557.500
6243	557.800
6763	558.200
9143	558.300
8875	558.400
8475	558.500
8567	558.600
6295	559.000
6007	559.400
7435	559.700
7615	560.200
8779	561.000
5443	564.300
7623	565.500
7887	565.800
6947	567.900
6075	568.400
8559	568.600
9411	568.600
5455	569.600
8543	570.000
6615	571.000
5411	571.200
7715	571.700
6719	571.900
9255	572.000
6195	572.100
8219	572.100
5923	572.300
6287	572.300
5315	572.400
6643	572.400
6227	572.500
6567	572.500
6587	572.500
6143	572.600
6087	572.700
9347	572.700
7315	572.900
9187	572.900
5339	573.000
5703	573.000
6275	573.000
6543	573.000
8699	573.400
9135	573.400
9367	573.400
7567	573.500
7115	573.600
5603	573.700
7263	573.700
7911	573.700
6247	574.100
8239	574.100
9391	574.100
5791	574.200
8199	574.200
7523	574.300
8063	574.300
8151	574.600
7011	574.800
5655	575.000
7367	575.000
7327	575.100
9139	575.100
7547	575.200
7551	575.200
8379	575.200
8599	575.300
9619	575.300
5511	575.400
9183	575.400
5403	576.400
8927	576.500
6751	577.300
8087	577.300
8439	577.400
8055	577.600
8467	578.000
5943	578.400
9023	578.700
5419	578.800
6627	578.800
8831	580.600
7431	580.700
5951	581.000
9479	582.400
6891	582.500
7039	583.000
6175	583.100
5507	583.600
9207	584.700
8399	584.900
7451	585.200
7543	585.500
7227	586.000
7107	586.400
8631	586.700
7463	586.800
9351	586.800
9671	586.800
9419	587.000
7683	587.900
9687	588.500
6555	588.600
6091	588.800
6319	588.800
8775	588.800
5631	588.900
7615	588.900
7355	589.200
8275	589.200
9107	589.400
6735	589.500
9635	589.600
5383	589.700
7779	589.900
5471	590.500
6819	590.600
6535	590.700
8423	590.700
5591	590.800
5843	590.800
8559	590.800
8987	590.900
6511	591.500
8875	591.600
6903	591.700
7563	592.100
8843	592.100
5427	592.300
9555	592.400
6155	592.600
7631	592.700
8883	593.300
9295	593.300
7411	593.400
8075	593.500
7159	593.600
8403	593.600
7375	593.700
7575	593.900
8019	594.100
7055	594.700
6395	594.800
7619	595.200
5319	595.400
6187	595.800
7263	596.200
8943	596.200
7247	596.400
5919	596.500
6431	596.500
6699	596.800
6171	597.000
6039	597.400
5571	597.500
8575	597.600
8583	597.600
5355	597.700
8307	597.900
5547	598.000
9539	598.600
7251	599.100
7007	599.500
6915	599.800
9243	600.100
8187	600.800
8467	600.900
6499	601.100
8191	601.600
8647	601.700
6475	602.100
5675	602.900
7535	602.900
8231	603.000
6599	603.200
8439	603.200
5667	603.400
6983	603.400
7127	603.400
5447	603.500
6079	604.200
7879	604.400
7035	604.900
9511	604.900
7663	606.100
7759	606.100
9011	606.100
8751	606.300
8867	606.300
8131	606.500
9119	606.700
5695	607.500
8707	608.600
8695	608.900
7811	609.100
9103	609.100
7115	609.900
6419	610.100
8699	610.900
8703	610.900
5863	611.800
7887	612.000
5883	612.300
9095	612.500
8779	612.600
8951	612.900
8155	613.000
8247	613.400
9679	614.300
6235	614.400
6555	614.500
8479	614.500
9235	614.500
9639	614.700
9363	615.000
5787	615.100
9055	615.100
6683	615.300
7091	615.300
8475	615.800
5935	616.000
5735	616.100
5307	616.200
6819	616.200
5743	616.400
5431	616.700
6763	616.700
8599	617.500
6899	617.600
9179	618.100
6587	618.600
8907	618.600
6031	619.200
5419	620.000
7439	620.200
8627	620.800
6543	621.000
7263	621.000
8675	621.500
7259	622.400
7451	622.800
8267	623.400
6799	623.900
7679	623.900
7843	623.900
6771	624.300
9487	624.800
7503	624.900
5511	625.200
5563	625.700
5923	626.000
8811	626.100
6215	626.400
9219	626.600
6519	626.800
6323	626.900
5647	627.000
8255	627.700
8979	627.700
9171	628.300
5727	628.400
9335	628.500
9655	628.900
8503	629.000
9263	629.000
7159	629.100
8107	629.400
5531	629.600
5719	629.700
7839	629.900
9315	629.900
8595	630.300
6431	630.400
7463	630.500
8447	630.600
8387	631.300
