# NEST version: 3.9.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
5235	502.600
4539	503.000
4335	504.300
4399	504.700
4779	504.800
4767	504.900
4947	505.000
5171	505.200
4739	505.300
4907	505.300
5291	506.500
4699	510.100
4643	516.800
4463	519.400
4771	519.400
4859	519.400
4639	521.400
4623	522.900
4855	525.000
4787	534.400
5043	535.800
4975	539.900
5235	539.900
4651	540.400
5103	540.900
4511	543.600
4595	552.100
4555	552.900
4839	557.800
4211	558.100
4643	558.500
4619	558.800
4315	559.300
4943	559.300
4831	559.500
4879	559.800
5019	560.100
5031	565.100
4139	571.800
4443	574.800
5255	575.100
4771	575.800
4391	576.100
4563	576.400
4179	576.800
4547	577.900
5159	579.600
5291	579.700
5175	585.700
4187	590.000
5223	590.900
4471	593.000
5087	593.500
4403	595.600
4711	597.000
5079	597.300
4439	598.400
4219	599.000
5207	599.100
4167	605.300
5159	606.000
4771	609.600
4631	610.200
4259	612.200
4899	616.300
5243	616.300
5227	618.300
5043	618.600
4915	621.100
5047	623.300
4995	624.400
4559	624.600
4567	626.200
4691	626.600
4687	627.800
4523	627.900
4859	628.300
4507	628.600
4851	628.600
4847	629.600
4611	630.700
4891	631.200
4591	631.500
4195	634.900
4507	646.900
4239	647.600
4211	650.000
4831	650.600
4907	651.600
4483	651.800
4599	652.000
5167	652.200
4547	652.400
4699	653.500
4767	653.700
4151	654.700
4759	654.800
4243	656.500
4363	669.500
4251	669.700
4203	669.900
4631	669.900
4739	669.900
4659	670.100
5291	670.200
4183	670.800
4215	671.000
4607	687.200
5235	688.500
5215	688.800
4211	688.900
4979	688.900
5175	688.900
4495	689.100
4479	689.200
4711	689.200
4771	689.700
4139	689.900
5295	690.400
5207	690.900
5091	691.700
4219	694.000
4515	703.200
5043	706.000
4787	707.500
4859	707.600
5231	709.200
4839	709.300
5107	710.400
4699	723.000
5267	723.700
4287	724.100
5131	724.100
4679	724.300
4827	725.000
5031	725.300
4183	725.500
4223	726.300
4671	726.400
4711	729.600
4235	729.800
4171	730.400
4251	741.000
4903	741.500
5303	741.600
4363	742.100
5179	742.400
4967	742.500
4731	743.400
4539	743.500
4747	743.600
4439	743.700
5251	744.500
4935	762.000
4147	762.500
4919	763.000
4887	763.200
4927	763.400
4739	763.500
5231	763.800
4335	764.200
4839	764.400
4163	764.500
4763	764.500
4851	764.900
4543	765.000
4527	765.100
4391	773.400
4563	775.400
4899	776.200
4331	776.300
4487	776.700
5223	781.300
5175	781.700
4707	782.500
4895	782.800
4711	782.900
5303	783.200
4191	783.400
5099	785.200
4887	795.700
4867	796.500
4851	801.800
5091	809.700
4443	810.900
4839	811.200
5155	811.200
4239	811.400
4779	811.400
4723	811.600
5139	811.800
4503	812.200
4907	812.400
4515	813.000
4579	813.500
4919	813.800
5147	814.000
5159	814.200
4163	814.300
5135	814.800
5223	814.900
4643	829.500
4979	830.300
4223	830.900
4179	831.400
4831	831.500
4915	831.500
4751	831.900
4263	832.400
4139	834.400
4511	835.200
4363	835.500
5247	835.700
5291	837.300
4479	837.700
4515	847.200
4395	847.700
5275	848.500
4235	848.800
5099	848.800
4939	849.300
4679	849.500
4927	849.700
5127	850.400
4583	850.700
4155	851.500
4603	852.000
4623	861.000
5015	864.600
4767	866.800
4975	867.100
4383	867.300
4571	868.700
4631	869.500
5071	877.100
4439	877.400
4719	880.500
4415	882.500
4951	882.900
4227	883.900
4947	883.900
4331	884.700
4591	884.700
4619	885.500
4467	887.400
4791	887.500
4887	887.900
5295	887.900
5123	889.200
5079	902.100
5047	904.500
5235	905.000
5155	905.300
4911	910.500
4511	910.600
4539	915.400
5195	915.700
4907	916.800
4355	921.500
4555	930.000
4503	930.200
4651	930.500
4547	931.700
4187	931.900
4147	932.600
4271	932.600
5067	932.600
4631	932.700
4947	932.700
4639	933.100
5159	933.100
4791	933.500
4855	942.800
4899	942.900
4407	943.500
4891	944.700
5027	944.800
5011	944.900
4619	945.400
5215	946.200
4355	946.300
5303	948.100
4771	953.600
4427	955.800
5255	958.100
4923	958.800
5283	959.700
4227	960.000
4139	960.100
4747	960.200
5263	960.200
4175	960.400
4631	960.400
4903	960.400
4215	976.900
4767	977.700
5223	985.400
4315	986.700
5079	988.900
5155	989.200
4399	989.300
4831	992.600
4643	992.900
5103	993.300
5071	995.000
4339	995.100
5043	996.300
5291	996.700
