# NEST version: 3.9.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
11805	503.100
11937	503.100
11913	503.200
11761	503.500
11929	504.700
11897	504.900
11941	505.500
11877	508.200
11797	510.100
11909	510.400
11961	516.500
11757	516.900
11777	517.200
11809	519.200
11817	522.300
11845	525.900
11841	530.800
11925	530.900
11965	533.400
11917	534.400
11865	536.300
11949	538.300
11861	540.200
11869	546.900
11873	550.100
11805	551.100
11909	557.400
11893	557.600
11837	558.400
11797	559.000
11961	559.700
11813	572.700
11933	573.300
11901	574.900
11957	575.400
11757	575.700
11793	578.200
11781	579.500
11941	582.000
11901	586.600
11833	590.900
11937	591.600
11801	591.700
11861	596.500
11765	597.000
11837	597.300
11897	600.500
11957	601.300
11945	604.000
11941	604.200
11909	610.500
11893	613.800
11965	621.300
11917	623.100
11885	623.400
11933	623.600
11805	628.800
11961	634.500
11861	634.700
11817	640.900
11841	644.500
11913	651.800
11925	654.000
11757	655.000
11801	655.700
11941	655.700
11917	655.900
11809	662.200
11833	664.700
11965	668.100
11761	669.600
11937	670.200
11813	670.700
11805	671.300
11797	673.000
11941	673.000
11913	673.600
11929	684.100
11757	687.600
11917	688.500
11821	689.000
11877	689.500
11761	690.900
11869	693.000
11925	695.300
11965	701.500
11913	703.300
11893	704.600
11757	707.200
11933	707.700
11809	709.600
11945	717.400
11917	723.200
11841	724.900
11757	726.200
11929	736.200
11893	739.600
11769	740.200
11793	740.200
11885	740.200
11833	742.100
11805	743.700
11761	744.100
11873	744.200
11913	758.800
11801	760.500
11757	763.300
11833	763.300
11829	763.900
11917	765.800
11793	769.400
11965	772.100
11761	773.900
11841	775.400
11877	780.300
11889	783.900
11857	784.500
11861	787.000
11821	796.300
11961	796.400
11757	796.900
11797	802.000
11957	808.700
11941	809.300
11901	811.200
11833	811.300
11933	811.300
11921	812.100
11793	820.700
11897	827.300
11929	828.600
11893	829.500
11757	830.000
11885	830.900
11761	834.900
11813	836.500
11945	844.200
11817	845.100
11801	848.100
11961	849.200
11797	849.900
11833	854.400
11941	854.800
11893	858.500
11757	865.900
11945	868.300
11765	870.400
11885	874.400
11833	876.200
11769	881.600
11949	881.900
11841	883.400
11761	884.200
11913	884.700
11793	887.400
11757	889.900
11805	898.000
11929	899.500
11809	900.200
11965	903.400
11873	905.700
11829	907.800
11909	907.900
11797	912.100
11889	912.500
11757	915.100
