# NEST version: 3.9.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
13343	501.300
13347	502.200
12615	503.100
12455	505.200
12727	505.200
13731	505.200
13687	505.800
12219	509.100
12479	514.500
12119	515.500
12995	515.700
13791	517.100
12507	517.300
14323	517.500
14043	517.700
13603	518.700
13715	518.700
13183	518.800
13531	519.200
12135	520.800
13727	523.200
14251	523.200
12527	524.300
13795	531.300
14343	541.400
12655	542.100
14303	547.500
13283	548.900
14783	549.400
13923	549.700
14395	551.600
13855	552.900
13187	553.400
13683	553.600
13759	554.300
12207	555.000
12367	556.800
13123	557.000
13883	558.500
14047	558.900
14327	558.900
13671	559.000
12235	559.400
12879	559.600
13727	569.900
13715	570.200
12111	571.300
14307	573.700
12055	574.000
12347	574.000
13223	574.100
12943	574.200
14735	575.000
13371	579.400
12463	580.300
14439	583.200
12811	585.900
13655	588.300
13067	591.500
13131	592.200
13343	595.200
13423	598.200
13471	598.700
14323	598.700
13507	598.900
12699	600.900
12015	601.200
12551	605.400
12339	606.400
12227	607.400
12399	608.300
13731	609.700
14239	610.800
14043	610.900
14191	610.900
12403	614.400
14147	616.300
11979	617.200
14163	622.100
12463	624.300
14319	625.900
12863	626.400
14743	627.700
12579	628.000
12347	636.300
12727	636.900
12427	638.000
12155	639.600
13899	640.900
14795	641.400
14067	642.800
13879	643.000
14043	645.700
13159	648.200
14839	651.600
13095	651.700
13983	651.800
13723	652.500
13027	653.800
13343	654.100
14483	656.000
13411	658.600
13747	659.800
12699	661.800
14011	662.000
14159	662.400
14071	665.600
12463	667.300
13715	670.800
14103	671.100
12227	671.500
12539	672.000
13259	672.200
12875	672.800
13999	673.100
12195	685.000
11971	685.500
13735	686.100
12903	686.600
12935	687.100
14323	687.600
13631	688.300
12783	688.400
12919	688.600
14795	688.700
13939	689.000
14079	698.900
14487	702.900
12407	704.600
13127	705.900
13715	707.600
12607	709.000
12567	710.300
14675	711.100
13479	711.200
12611	711.800
13807	718.000
14251	719.600
13899	720.500
13475	722.300
13815	722.500
13835	723.100
14283	723.700
14843	726.700
12911	726.900
12979	729.500
14043	730.100
13387	732.500
12227	732.600
13267	738.900
12299	739.600
12935	740.500
13411	741.100
13471	743.300
14571	743.800
12919	744.300
14599	744.500
12727	745.600
14515	745.800
11975	747.100
12839	757.900
13631	760.000
14623	760.500
12555	760.700
14543	762.100
13939	764.100
13431	764.500
14547	764.800
12403	765.500
14839	770.500
12319	770.900
13223	778.300
13959	778.400
12587	778.800
14731	780.600
12047	781.300
12655	781.800
13731	782.200
12079	782.500
13651	782.500
12563	787.100
14323	789.100
13055	794.400
12963	795.400
12811	795.500
13019	795.500
12567	795.800
14023	796.000
12555	796.100
14159	796.200
14551	796.200
12455	796.400
12347	796.800
12427	797.400
12615	801.600
12255	803.400
13359	805.900
13343	806.100
14131	812.000
11975	812.100
13811	812.100
14343	812.200
13291	812.300
14439	812.400
13943	812.700
13807	824.100
12047	826.200
14839	827.300
14595	828.800
13267	829.600
13251	832.300
12995	835.200
12719	847.900
13807	848.000
14515	850.300
13347	852.200
12767	856.300
14323	858.700
12391	864.400
14743	865.200
12811	867.900
12427	870.600
12903	870.900
13855	877.400
12487	877.900
14555	878.800
12707	880.700
14591	881.400
14767	881.600
12559	888.600
12047	889.200
14455	889.500
13279	895.400
14739	900.700
13219	905.100
14071	905.200
12167	905.600
13391	907.000
14531	907.100
14207	907.300
12563	908.600
13875	908.900
13167	909.300
13155	909.500
14475	913.100
12347	917.400
13735	920.100
13135	923.400
13207	924.300
12011	927.500
12847	932.700
13791	932.700
12519	933.100
12995	936.200
13735	938.500
12151	940.600
13991	942.100
13031	943.900
13051	944.200
12687	945.100
12783	954.100
12435	955.800
14563	957.600
12403	958.300
14371	959.700
13251	959.800
13919	960.300
12531	960.400
12903	960.400
12571	961.000
13539	961.500
13959	961.500
12119	961.700
12299	961.700
14091	961.700
13003	961.900
14763	962.100
14839	962.500
12615	972.400
13187	978.500
14483	984.000
14711	985.500
12519	985.800
12943	986.700
13575	990.100
13087	992.200
13607	992.900
14723	994.100
13343	994.500
14043	1001.500
12527	1002.600
14751	1002.600
13059	1003.700
12363	1004.600
12855	1006.600
12123	1010.100
12151	1010.600
13027	1010.900
14439	1014.100
12411	1018.400
14067	1022.300
12991	1023.400
13283	1024.200
13771	1025.100
11991	1026.400
12195	1026.600
13955	1028.400
12843	1029.000
14543	1030.600
12699	1031.900
12135	1036.900
13687	1038.600
12619	1040.000
12067	1040.800
14099	1041.200
12047	1043.100
13735	1043.900
14355	1044.300
13359	1044.500
12491	1044.600
13375	1044.600
13427	1045.300
14247	1045.300
12139	1049.100
