# NEST version: 3.9.0-post0.dev0
# RecordingBackendASCII version: 2
sender	time_ms
11958	502.900
11882	504.300
11850	504.400
11914	507.500
11782	507.800
11806	516.700
11818	517.600
11890	518.700
11830	518.900
11846	519.300
11938	522.900
11942	525.300
11910	538.000
11798	544.500
11938	546.800
11914	547.100
11954	547.100
11850	552.100
11930	557.100
11806	558.100
11830	558.200
11898	561.500
11870	562.500
11874	568.200
11822	572.900
11946	575.000
11950	575.100
11754	590.700
11922	592.400
11818	592.500
11770	594.200
11758	594.500
11870	596.200
11762	601.000
11914	601.000
11790	603.700
11806	604.400
11846	606.500
11962	610.900
11938	613.500
11898	614.500
11878	619.100
11930	626.200
11754	626.500
11802	626.800
11850	628.800
11858	632.300
11806	634.300
11846	636.500
11782	637.200
11774	640.000
11950	640.200
11914	640.400
11926	642.800
11874	645.200
11810	652.100
11790	654.000
11942	655.900
11830	657.900
11846	661.400
11862	666.700
11898	667.600
11766	668.900
11858	676.900
11878	684.200
11946	685.000
11774	685.500
11962	687.000
11926	687.400
11942	688.500
11826	688.900
11930	688.900
11838	689.400
11846	689.700
11850	697.100
11770	700.900
11830	701.300
11874	706.300
11810	706.400
11762	708.000
11790	708.900
11842	712.500
11898	719.400
11754	722.300
11870	722.800
11938	723.100
11774	724.900
11954	727.900
11794	728.000
11806	728.600
11918	728.700
11846	728.800
11962	728.900
11950	733.100
11802	736.300
11874	736.800
11762	740.000
11966	743.500
11902	744.300
11890	744.400
11882	749.300
11862	749.900
11914	755.600
11806	761.000
11790	761.100
11770	761.200
11946	763.700
11942	766.100
11878	769.300
11882	774.900
11830	775.500
11914	778.200
11754	778.600
11846	781.400
11790	781.800
11954	785.100
11938	787.000
11802	787.800
11858	789.300
11918	792.800
11930	793.400
11898	796.300
11794	800.000
11942	801.000
11810	807.700
11822	809.100
11826	811.200
11950	812.100
11846	812.500
11966	813.200
11802	815.200
11806	820.100
11834	824.700
11874	830.100
11902	830.500
11810	830.600
11782	833.200
11914	833.400
11870	833.700
11926	834.100
11830	837.000
11762	846.400
11918	849.000
11822	850.000
11834	850.200
11806	858.900
11950	859.200
11846	861.700
11942	863.300
11914	866.100
11874	866.400
11830	867.200
11918	874.900
11810	877.800
11870	879.400
11898	880.700
11862	883.700
11854	890.200
11802	894.300
11846	898.600
11830	899.300
11878	899.500
11902	904.900
11862	905.600
11882	907.200
11850	907.300
11914	908.500
11858	908.600
11754	908.800
11926	910.700
11834	912.100
11774	912.200
11934	915.700
11930	922.900
11830	927.400
11770	930.300
11786	930.500
11890	931.300
11846	932.200
11790	935.300
11754	939.500
11810	939.500
11858	943.700
11774	944.600
11854	948.200
11918	949.000
11898	953.600
11938	954.400
11850	959.300
11754	961.600
11846	964.400
11958	964.400
11926	966.100
11934	969.300
11950	971.800
11946	974.600
11942	976.300
11798	976.900
11818	979.200
11930	986.100
11790	987.800
11778	988.600
11854	991.800
11786	996.700
11794	997.000
11918	997.700
11782	1004.000
11846	1004.000
11874	1006.600
11806	1009.400
11802	1011.100
11762	1019.800
11810	1021.100
11938	1022.300
11830	1022.900
11898	1023.300
11890	1025.200
11882	1026.200
11910	1027.500
11954	1027.600
11858	1030.700
